"tweet_text","dataset"
"@115817 @UPSHelp Supposedly delivered at 5:21 PM and no one can find it so either it wasn't delivered or it was delivered to the wrong house/stolen","Customer Support on Twitter"
"RT @TheOnLyTmAZZ: **WORLD PREMIERE** #SURRENDER ((exclusive vid)) by @theonlytmazz on OZONE MAG WEBSITE rt NOW http://tinyurl.com/yenlgna","twitter_cikm_2010"
"Follow @nynex_calibur This is ma big producer (& so much more lol..) Sean!! Dweet Dweet!","twitter_cikm_2010"
"I am now the proud owner of a new ipod nanp called the silver fox. Lol.","twitter_cikm_2010"
"@AnnCurry What a great quote Ann! So true-Happy Mom's Day to you-enjoy it! ","Sentiment140"
"Zzzzzzzzz... kingjam.com ..zzzzzzzzz...","twitter_cikm_2010"
"@roarieeee @JillianKJacobs @rverba @doogiedinosaur quizno's date this week? ","Sentiment140"
"Where is my long lost friend @knotez been up to?","twitter_cikm_2010"
"@SantaBarbaraNo1 hey hey hey!!!! :)","twitter_cikm_2010"
"Music guilty pleasure: Keyshia Cole- Heaven Sent","twitter_cikm_2010"
"@736321 Bonjour, je suis désolée pour le retard. L'avez-vous signalé à notre SAV SVP ? ^SM","Customer Support on Twitter"
"Can guys on Boston pro teams stop getting hurt? Make it stop! Tonight, C's w/o 'Sheed. KG still 10 days away. Savvy out. Stinks and it suxs.","twitter_cikm_2010"
"tryin to get to Tahoe this weekend!!!","twitter_cikm_2010"
"Lmaooo she took it a lil personalRT @ericjunior: Google it babe? RT @TEYANATAYLOR @ericjunior wtf u mean think alil harder its a fuckin  ...","twitter_cikm_2010"
"Prescription pot does not fly at employee screenings http://bit.ly/7skMHm #mmot","twitter_cikm_2010"
"@unorthoDAKs @ the dr. Office waitng for an hour before they test my blood sugar.","twitter_cikm_2010"
"@greghess deep breaths...write, express.","twitter_cikm_2010"
"#beforeidie i want to make a great change in a random's person life.","twitter_cikm_2010"
"http://twitpic.com/igxdf - Daddy is never too hung over for dinosaur rides!","twitter_cikm_2010"
"modi keeps nation tenterhooks for hour ⚡⚡ ","Twitter Sentiments Dataset"
"@iPurpleCrash no u go.. u said u have 2 wake up early and u know its pass your bed time","twitter_cikm_2010"
"#youknowurescrewed When you call your house and NO ONE KNOWS who you are?","twitter_cikm_2010"
"@PhilCoyne to be honest that would be the majority of a playlist on some days :P","twitter_cikm_2010"
"RT @SimplyATL: #irefuseto believe that all men are dawgs. I have met my fair share of both good guys and bad ones. http://myloc.me/4pjBq","twitter_cikm_2010"
"mad high going to meet ryan with kevin then out LOVvo0o0ovv0o0ovee thattttt","twitter_cikm_2010"
"on that note IM BACK HOME. Wea Yall @!","twitter_cikm_2010"
"@savagebearr ur tellin' me. gosh!","twitter_cikm_2010"
"RT @ScratchDJgame 'Who's the Ultimate DJ Contest' @AllHipHop starts today Do u have da skills 2 b the Ultimate DJ http://tinyurl.com/mhypr5","twitter_cikm_2010"
"I forgot to gloat ! Yay cavs for winning last night lol","twitter_cikm_2010"
"Now I'm hearing Coakley is alleging voter fraud...is this true? Liberals never cease to amaze me.","twitter_cikm_2010"
"I'm stalling.....let's get this thing done with so i can go back to bed MUAHAHAH ^0^","twitter_cikm_2010"
"@azstar165 Wow! That's gorgeous!","twitter_cikm_2010"
"RT @TwitjobsFashion: Latest blog posting - http://twitjobsuk.blogspot.com/ Interview Tatics (a bit different)","twitter_cikm_2010"
"@KoineGreek. I'm not sure ALL things are better in Koine.","twitter_cikm_2010"
"#ifyourdominican you know your mom sent all them old clothes n jordans to DR","twitter_cikm_2010"
"She didn't marry your penis RT @reggie_f: ""Tasty cow Aunt Meg"" <3 name that quote","twitter_cikm_2010"
"@aLCaponeJBTV i haven't been able to do much though...but i'm gonna get active again","twitter_cikm_2010"
"@SpotifyCares It does but it's something I do regular so we'll see how it goes.","Customer Support on Twitter"
"Watch this HUGE LIE imma abt to tell to marlon wayans...lmao","twitter_cikm_2010"
"Spontaneous Open Air at Highland Park in Rochester! Praise God! What a night it was. The Spirit was moving. Thanks Jeff for the info.","twitter_cikm_2010"
"RT @worldprayr: May God the Father and the Lord Jesus Christ give you peace and grace today! http://myloc.me/1nMIc","twitter_cikm_2010"
"@steverunner I would LOVE to hear you wing it.  Have a couple of glasses if wine first too ","Sentiment140"
"'The Making Of A Stand-Up Guy' proves Charlie Murphy is more than somebody's brother | Washington Examiner ... http://tinyurl.com/ygcwz76","twitter_cikm_2010"
"@hey_ella btw the other night I was going 2 start laundry BUT then I saw something run across my room, so I jst decided to not leave my room","twitter_cikm_2010"
"RT @zeeOh: I'd b tight if this chik was splashing on me like that<LMAORH","twitter_cikm_2010"
"watchin this nugget game gettin drowsssy!!","twitter_cikm_2010"
"You can fight things and allow them to upset you or you can relax and let it go....","twitter_cikm_2010"
"@ScorpioEyes10 that's what i'm hoping as well! LOL I my wallet always end up looking like a work at a strip club haha","twitter_cikm_2010"
"Well, what did you expect? Stupid is as stupid does. RT @GrantWoods: Just watched the new Jay Leno show. Really, really lame. Sorry.","twitter_cikm_2010"
"@_B_Young call the police. ha ha","twitter_cikm_2010"
"just opened my envelope w/ written goals for 2009.  i have chills...I'd say 75% achieved, personally & professionally.","twitter_cikm_2010"
"Duh Dunkin on the reindeer Duh dunkin on the reindeer that Nike commercial get me everytime.","twitter_cikm_2010"
"WE ARE SEARCHING FOR CARLISLE. WE HAVE A EXCELLENT FAMILY WAITING FOR YOU. PLEASE JOIN http://immortaltwilightsaga.ning.com","twitter_cikm_2010"
"All my mixtapes ""1.against all odds""""2.twenty 2 life""""3.blasfome vol 1""""in da streets 2 industries""""5.streets is listenin""""6.freshmen year""","twitter_cikm_2010"
"@HelloooHolly LOL thanx, Kelsey is 2 cute 2! Looking just like that father!!!","twitter_cikm_2010"
"@latsyrc I've been too a few. They're pretty cheesy.","twitter_cikm_2010"
"$10 pizza. All the toppings you want. Wait... Until... You... See... This... Pizza....!!","twitter_cikm_2010"
"Wow that was Yummy ","Sentiment140"
"#fact: New Haven is home of some of the baddest yet whorish chiks...chicks get passed around like piff!","twitter_cikm_2010"
"Based on satellite data, it looks like center of TD Ida is back over water. Strengthening possible as it moves over warm water next 48 hrs.","twitter_cikm_2010"
"Book is inspirational collection of gardening vignettes http://bit.ly/1nn4zL","twitter_cikm_2010"
"@mrpott69 EXACTLY! Hahahaha","twitter_cikm_2010"
"RT @SlimEazy973: RT @CBO21: @SFBRAVO Wat up my nigga niggas is on the way 2 nc to fuck wit dave>>Wat time ya gettin there<I fell back son","twitter_cikm_2010"
"@stphana floridanya s na. Kangenn. Hehehe","twitter_cikm_2010"
"Omg 3 days I ? it! Hehehe","twitter_cikm_2010"
"@thegeekerjoy Oh. I was thinking of Dark Willow, not Vamp Willow.","twitter_cikm_2010"
"omg its HOT! messed up a.c   sleeping in a bra status *sigh*","Sentiment140"
"@SUPERSTARJESS thanx baby","twitter_cikm_2010"
"Getting ready to put my show together....whats good. tell me about YOUR Day!!!!!!!!!!!!","twitter_cikm_2010"
"New Blog Post - Learning at home - set your child up for success at home http://blog.kidsdesk.net","twitter_cikm_2010"
"@superstar_MODEL lool ok wat u up too?","twitter_cikm_2010"
"@340830 You can use Seller Hub to manage your listings quite easily. Is there a certain functionality you are looking for? ^BB","Customer Support on Twitter"
"Just starting to read Steven Millhauser's Dangerous Laughter. The first story features a mouse in bathrobe and slippers. Has anyone read it?","twitter_cikm_2010"
"RT @TriValleyNews: entrepreneur @BrendaDronkers is moving #Thrivingink 2 Main Street & bands & wine tasting w/ @karlwente 2 outside space!","twitter_cikm_2010"
"@nikkinana *hugs* likewise. I am so fortunate and thankful to have you as a BFF #tweetsgiving","twitter_cikm_2010"
"RT @SSLee88: I need some black eye peas!*we got some*","twitter_cikm_2010"
"icing my lip, watching tv, and some homeworkkkkk. ","Sentiment140"
"This boy tried to rock the I am tour t-shirt like he actually got it from there. Sweetey, I know u got tht 10$ shirt from wal-mart","twitter_cikm_2010"
"@i2edd Heyyyy ;) xxx","twitter_cikm_2010"
"Condotta: Boeing's pick of South Carolina for 787 line is a signal to others: http://tinyurl.com/yj8kk2u","twitter_cikm_2010"
"@PamHardyMc - That's a nym with a penchant for gambling, booze and unconventional spellings.","twitter_cikm_2010"
"You're so hypnotizing.","twitter_cikm_2010"
"Although i know we were the better team .. We got what we deserved bc we over looked them .. I still think they fuckin suck tho !!!","twitter_cikm_2010"
"Just wanna say Merry Christmas on behalf of the entire @MateoBijoux team, www.mateobijoux.com","twitter_cikm_2010"
" Found her JRM icons!","Sentiment140"
"Quincy Pondexter had another monster game tonight!  He's a happy guy! http://twitpic.com/qbzcd","twitter_cikm_2010"
"im probably going to shit my pants today. i need a pep talk. call me.","twitter_cikm_2010"
"Is it wrong that I am thinking if the weather holds Thanksgiving would be a great day to play golf?","twitter_cikm_2010"
"No question is a dumb question, MY ASS.","twitter_cikm_2010"
"How my boss gonna ask me how big my EGO is wtf fagety ass nigga lmfao my response ""probably bigger than urs cock sucker beat it"" (shud have)","twitter_cikm_2010"
"Hates to hear the ""when I die"" story. Sorrry.","twitter_cikm_2010"
"@ebonysmith when ya comin back to the wine country???","twitter_cikm_2010"
"@MyEugene Avatar was amazing!! It blew my eyes!","twitter_cikm_2010"
"@j_milly oh excuse me Ms I gotalotgoinon I'm talking in terms of radio, events etc","twitter_cikm_2010"
"@spitsdadawn jus hit me up 3475511379","twitter_cikm_2010"
"also <<just in>> need cool gifts?? new Decor Craft Inc.!! http://www.dcigift.com select items available!","twitter_cikm_2010"
"Got a sun burn on saturday. Hurts like hell ","Sentiment140"
"RT @JBsFood4Thought: J.COLE is SURRIOUS-------------> #NowPlaying ""Dead Presidents"" J.Cole","twitter_cikm_2010"
"@DrizzyDreDay you know loe ain't allowed at jacks but we can celebrate in there honor","twitter_cikm_2010"
"Im stress free and sucka free. A note to self, ""Hey self."" ""Wassup Self."" ""I love you self""  ""Self, I love you too."" lol","twitter_cikm_2010"
"our air conditioning froze and now the attic is leaking into the bedroom. ","Sentiment140"
"Is that Shawn Johnson on my bed? Nah, just Sierra! http://pic.gd/eee3a0","twitter_cikm_2010"
"@ViveloHoy Yes! An oldie but a goodie. ","Sentiment140"
"I'm such a geek but I love playing around with the themes for my @Posterous. Yay, theming! I'm going to probably make my own.","twitter_cikm_2010"
"Video Of The Day: Otep, ""Smash The Control Machine"" http://bit.ly/53BlF9","twitter_cikm_2010"
"#wholetime #shoutout to @witak for given me the grind bug after my 1st #hittsquad party","twitter_cikm_2010"
"are you from gujarat that was happened 2002 modi just became that time its not his fault and gujarat peeps know that thats why they reelected him thrice then became fuckoff haters firsemodi","Twitter Sentiments Dataset"
"@FriendlyShadows Lol the same feeling I have when Tony with Jeanne. McGee obviously like Abby but she keep fending him off. ","Sentiment140"
"I wonder how much $$ Kevin Saunderson got from Rihanna for the 'Good Life' sample.......","twitter_cikm_2010"
"I wish there was a better blackberry twitter program then twitberry...","twitter_cikm_2010"
"@TheROCFiles they start the top 5 vote getters. remember when Shaq and Yao started at the same time?","twitter_cikm_2010"
"@moosetwit did you flash your cock   ha ha","Sentiment140"
"@s0jazzie happy bday","twitter_cikm_2010"
"Guess what MIMI's favorite television shows are!! (you can also answer this on our official website! more questions to come, so stay tuned!)","twitter_cikm_2010"
"Ok seriously?...! Any girl who is on For the love of Ray j and think they r actually gna end up w/ him? They r wrong lol!! Such a cheesy sho","twitter_cikm_2010"
"@FoxxFiles I was talkin bout my cuz puffythebody but yea hes not goin 2 b here until tht happens so around 2am.. Smh & everybodys waitin lol","twitter_cikm_2010"
"@No_Sssophie omg I just heard  are you ok pet? Sorry to hear ","Sentiment140"
"Going out  w/friend","Sentiment140"
"@LightLoveAdam We usually come in from I44 to Hampton to Zoo...any problem that route do you know??","twitter_cikm_2010"
"I finally sent off ANOTHER draft of the GKWC newsletter for review.  Hopefully there won't be too many errors to correct!  ","Sentiment140"
"And since when did ""freedom-loving"" become synonymous with ""fuck your neighbor""?","twitter_cikm_2010"
"RT @RhondaHess: [Prosperous Coach Blog] Coaching Business Opportunities – When It Pays to Say ‘No’ http://cli.gs/3LGvL #fb","twitter_cikm_2010"
"Finally got up to go get some food.....starvin","twitter_cikm_2010"
"Team Atlanta was terrible in the Shooting Stars competition!","twitter_cikm_2010"
"why dont you highlight narendra modis utter failure campaigner ","Twitter Sentiments Dataset"
"@colleenpq #marsiscoming and that makes us feel GREAT!! ","Sentiment140"
"@foodrap thats patrick to you.","twitter_cikm_2010"
"Imaging News! Sale Ends Midnight November 21st! ColorRight in Camera Free Shipping + Purchase 1 get 2nd 50% off: Fo... http://bit.ly/3sDpBI","twitter_cikm_2010"
"way to go guys  http://bit.ly/1tiwv","twitter_cikm_2010"
"@Crizzle_AYO Ewww redneck s bad. Ha","twitter_cikm_2010"
"@jeffpulver Sorry man, bt something came up tonight. Was only going to be able to be there briefly anyhow.  All my best to u and the tweeps!","twitter_cikm_2010"
"Oregon Dept. Forestry: Siskiyou fire in Ashland. Fully trailed. Not contained. 100 acres. 1 home lost. Residents beginning to return home.","twitter_cikm_2010"
"RT @Eyez_4_Design: okay now #letsgoNUGGETS & #carmelly mell","twitter_cikm_2010"
"Rest in Peace, Sheriff Durante","twitter_cikm_2010"
"buses keep driving past, they all work  not fair !","Sentiment140"
"@WusReallyGoodie Lol Im not there. Ill be there tomorrow.","twitter_cikm_2010"
"Happy Lucky's fresh pastries have just arrived. Come try a blueberry lemon scone or ginger molasses cookie with tea today. 236 Walnut.","twitter_cikm_2010"
"@fitsugar that one was really easy!... i read it somewhere!","twitter_cikm_2010"
"Went out for dinner with my dad today. I barely get to spend any time with him, but I love him ","Sentiment140"
"Whodey. Whodey whodey","twitter_cikm_2010"
"I didnt open Tweetdeck until 2pm, i am losing my powers! ","Sentiment140"
"Smoking Graycliff 1666 Presidente.","twitter_cikm_2010"
"And You Think We're the Only Ones Out There? http://bit.ly/4FGPTE","twitter_cikm_2010"
"@nnshep YEP...great message!","twitter_cikm_2010"
"Oh and Happy Hump Day to everyone.... This week is almost over....","twitter_cikm_2010"
"@RavenHenry well if they have it u might as well get it since u there","twitter_cikm_2010"
"Happy Bday @LoveLene..we partying tomorrow!!!","twitter_cikm_2010"
"Please rt (http://caltweet.com/6v9 ) - sO YOU THINK YOU CAN DANCE EVERY WEDNESDAY <-- RSVP HERE","twitter_cikm_2010"
